tradeday,closeprice,openprice,highprice,lowprice,tradevol,chgpcnt
2009/12/7,1163.4,1157.6,1165.5,1136.3,3.67K,-0.46%
2009/12/4,1168.8,1207.8,1211.2,1147,4.29K,-3.99%
2009/12/3,1217.4,1218,1226.4,1204.6,1.53K,0.45%
2009/12/2,1212,1196.4,1217.3,1196.4,2.15K,1.08%
2009/12/1,1199.1,1181,1202.7,1176,3.79K,1.52%
2009/11/30,1181.1,1179.9,1183.7,1163.7,14.55K,0.59%
2009/11/27,1174.2,1192.8,1195,1130.1,112.02K,-1.07%
2009/11/25,1186.9,1186.9,1186.9,1186.9,-,1.84%
2009/11/24,1165.5,1168.7,1169.8,1167.5,0.03K,0.10%
2009/11/23,1164.3,1164.3,1164.3,1164.3,0.00K,1.56%
2009/11/20,1146.4,1144.9,1144.9,1137.3,0.02K,0.44%
2009/11/19,1141.4,1143,1144.8,1135.5,0.02K,0.06%
2009/11/18,1140.7,1136.5,1149.4,1136.5,0.08K,0.17%
2009/11/17,1138.8,1131.3,1140.4,1131.3,0.07K,0.02%
2009/11/16,1138.6,1136.5,1149.4,1136.5,0.06K,2.02%
2009/11/13,1116.1,1105,1118.2,1105,0.06K,0.91%
2009/11/12,1106,1121.3,1121.3,1104.3,0.07K,-0.72%
2009/11/11,1114,1106.3,1117.6,1106.3,0.10K,1.10%
2009/11/10,1101.9,1100.9,1108.6,1098.2,0.09K,0.10%
2009/11/9,1100.8,1098.6,1109.3,1098.6,0.10K,0.52%
2009/11/6,1095.1,1092.5,1100,1090.2,0.06K,0.59%
2009/11/5,1088.7,1086,1092.3,1086,0.06K,0.18%
2009/11/4,1086.7,1082.2,1097.4,1082.2,0.11K,0.22%
2009/11/3,1084.3,1063.6,1087,1056.8,0.20K,2.93%
2009/11/2,1053.4,1043.5,1061.8,1043.5,0.04K,1.32%
2009/10/30,1039.7,1045.5,1045.8,1035.6,0.15K,-0.64%
2009/10/29,1046.4,1035.2,1047.3,1032.4,0.23K,1.60%
2009/10/28,1029.9,1042.1,1042.1,1028,0.04K,-0.46%
2009/10/27,1034.7,1039.5,1042.1,1035.5,0.10K,-0.71%
2009/10/26,1042.1,1055.6,1055.6,1039.9,0.08K,-1.28%
2009/10/23,1055.6,1063.8,1065.9,1050.2,0.12K,-0.21%
2009/10/22,1057.8,1061.2,1061.2,1051.5,0.17K,-0.55%
2009/10/21,1063.7,1053.7,1064,1047.5,0.04K,0.56%
2009/10/20,1057.8,1065.5,1066.2,1054,0.23K,0.05%
2009/10/19,1057.3,1053.6,1061.2,1049.2,0.16K,0.63%
2009/10/16,1050.7,1051.5,1056.2,1043.7,0.08K,0.09%
2009/10/15,1049.8,1062.2,1062.2,1048,0.18K,-1.33%
2009/10/14,1063.9,1064,1070.2,1057.6,0.14K,-0.03%
2009/10/13,1064.2,1064,1068.4,1056.5,0.18K,0.71%
2009/10/12,1056.7,1049,1058.4,1049,0.21K,0.85%
2009/10/9,1047.8,1049.3,1051.5,1044,0.18K,-0.72%
2009/10/8,1055.4,1045.8,1060.4,1045.1,0.16K,1.16%
2009/10/7,1043.3,1038.3,1048.2,1038.3,0.18K,0.45%
2009/10/6,1038.6,1019.5,1043.8,1018.3,0.18K,2.15%
2009/10/5,1016.7,1004.1,1017.6,1003,0.18K,1.35%
2009/10/2,1003.2,998.8,1007.3,986.8,0.25K,0.37%
2009/10/1,999.5,1007.4,1008.8,998,0.21K,-0.84%
2009/9/30,1008,992.5,1009,992.5,1.39K,1.50%
2009/9/29,993.1,990.5,995.7,984.7,5.74K,0.06%
2009/9/28,992.5,993.2,993.2,991.4,0.03K,0.23%
2009/9/25,990.2,997.3,997.4,986.7,0.07K,-0.73%
2009/9/24,997.5,1015,1015,993.9,0.12K,-1.53%
2009/9/23,1013,1014.4,1015.2,1008.2,0.21K,-0.12%
2009/9/22,1014.2,1011.5,1019.4,1011.5,0.07K,1.05%
2009/9/21,1003.7,1003.7,1003.7,998,0.01K,-0.54%
2009/9/18,1009.2,1013.9,1017.6,1009.5,0.03K,-0.31%
2009/9/17,1012.3,1017.2,1019.5,1011.6,0.05K,-0.65%
2009/9/16,1018.9,1014.7,1019.8,1014.7,0.09K,1.38%
2009/9/15,1005,998,1008,994.9,0.12K,0.51%
2009/9/14,999.9,1002.9,1003.8,998.5,0.09K,-0.50%
2009/9/11,1004.9,999.7,1011.9,999.7,0.20K,0.95%
2009/9/10,995.4,996.2,997.2,987.3,0.05K,0.01%
2009/9/9,995.3,1002,1002.8,988.8,0.08K,-0.26%
2009/9/8,997.9,997.7,1006.9,993.2,0.09K,0.30%
2009/9/4,994.9,992.6,995,985.5,0.08K,-0.09%
2009/9/3,995.8,978.1,993.8,978.1,0.06K,1.97%
2009/9/2,976.6,954,978.8,954,0.07K,2.29%
2009/9/1,954.7,954.2,956.5,948.7,0.02K,0.32%
2009/8/31,951.7,959.5,959.5,944.8,0.02K,-0.55%
2009/8/28,957,949.3,962.2,948.1,0.18K,1.22%
2009/8/27,945.5,944.2,949.4,942.9,0.07K,0.13%
2009/8/26,944.3,947.5,947.9,940.3,0.13K,-0.02%
2009/8/25,944.5,946.3,954.5,943.5,0.14K,0.23%
2009/8/24,942.3,953.5,956.9,941.3,0.20K,-1.14%
2009/8/21,953.2,957,957.6,952.6,0.05K,1.37%
2009/8/20,940.3,942.9,945.7,940.1,0.04K,-0.32%
2009/8/19,943.3,941.8,944.9,933.4,0.19K,0.60%
2009/8/18,937.7,938.6,938.6,935.5,0.28K,0.36%
2009/8/17,934.3,947.4,947.4,931.5,0.13K,-1.34%
2009/8/14,947,957.4,957.4,942.1,0.14K,-0.81%
2009/8/13,954.7,952.6,960.1,952.3,0.10K,0.42%
2009/8/12,950.7,947.5,951.5,943,0.10K,0.52%
2009/8/11,945.8,947.2,949.7,943.1,0.11K,0.08%
2009/8/10,945,955,956.1,943.5,0.40K,-1.28%
2009/8/7,957.3,964.3,964.3,954.6,0.64K,-0.35%
2009/8/6,960.7,964.1,971.1,956.5,0.54K,-0.36%
2009/8/5,964.2,967.6,968.1,959.8,0.74K,-0.34%
2009/8/4,967.5,956.6,969.5,950.8,0.57K,1.14%
2009/8/3,956.6,952.6,964,952.4,2.60K,0.30%
2009/7/31,953.7,934.4,958.1,932,10.75K,2.01%
2009/7/30,934.9,929.2,937,928.4,36.62K,0.83%
2009/7/29,927.2,927.2,927.2,927.2,-,-1.26%
2009/7/28,939,949.5,949.5,937.5,0.01K,-1.50%
2009/7/27,953.3,955.1,957.1,953.9,0.01K,0.05%
2009/7/24,952.8,950.3,952.8,950.3,0.08K,-0.18%
2009/7/23,954.5,954.2,954.2,949.8,0.05K,0.16%
2009/7/22,953,949.2,952.2,946.4,0.07K,0.68%
2009/7/21,946.6,948.6,948.6,945.8,0.02K,-0.20%
2009/7/20,948.5,954.1,954.5,950.9,0.01K,1.21%
2009/7/17,937.2,936.9,937.8,931.8,0.03K,0.22%
2009/7/16,935.1,938.4,938.4,934.8,0.06K,-0.43%
2009/7/15,939.1,928.9,941,928.3,0.07K,1.80%
2009/7/14,922.5,920.2,926.2,920.2,0.06K,0.03%
2009/7/13,922.2,911.5,920.5,908.4,0.03K,1.10%
2009/7/10,912.2,910.7,913.5,908.5,0.04K,-0.40%
2009/7/9,915.9,907.2,917.4,907.2,0.07K,0.76%
2009/7/8,909,919.6,919.6,905.6,0.04K,-2.13%
2009/7/7,928.8,924.2,931.7,921.2,0.06K,0.52%
2009/7/6,924,928.7,933.7,920.2,0.11K,-0.72%
2009/7/2,930.7,941.4,941.5,926.6,0.07K,-1.09%
2009/7/1,941,929.3,944.2,928,0.09K,1.50%
2009/6/30,927.1,941.4,943.9,925.3,0.13K,-1.41%
2009/6/29,940.4,940.2,942.5,934.8,0.45K,-0.03%
2009/6/26,940.7,945.3,946,939.6,0.06K,0.17%
2009/6/25,939.1,932.3,938,932.3,0.07K,0.54%
2009/6/24,934.1,925.4,942.7,922.9,0.59K,1.10%
2009/6/23,923.9,921.9,926.5,917.3,0.18K,0.36%
2009/6/22,920.6,925,926.2,919,0.13K,-1.60%
2009/6/19,935.6,932,936.5,932,0.07K,0.17%
2009/6/18,934,942,942,931,0.09K,-0.15%
2009/6/17,935.4,931.5,937.8,930.4,0.03K,0.41%
2009/6/16,931.6,930.9,938.6,930.9,0.15K,0.51%
2009/6/15,926.9,938.5,938.5,927.4,0.26K,-1.40%
2009/6/12,940.1,955.9,956.5,935.8,0.17K,-2.21%
2009/6/11,961.3,954.3,961.9,943.1,0.58K,0.77%
2009/6/10,954,956,966,949.2,0.70K,0.00%
2009/6/9,954,953.5,963.7,948.4,0.68K,0.24%
2009/6/8,951.7,958,960.1,944.4,0.58K,-1.04%
2009/6/5,961.7,981.4,983,954,0.71K,-1.99%
2009/6/4,981.2,963.6,982,960.9,0.60K,1.73%
2009/6/3,964.5,981.7,990.3,961,1.19K,-1.90%
2009/6/2,983.2,974.7,986.5,969.8,2.35K,0.47%
2009/6/1,978.6,978.8,988.1,973,2.88K,-0.02%
2009/5/29,978.8,959.2,980.4,959,7.61K,1.80%
2009/5/28,961.5,948.6,964.9,944,74.26K,0.87%
2009/5/27,953.2,947.2,956,947.2,0.07K,0.01%
2009/5/26,953.1,953,953.5,944,0.02K,-0.56%
2009/5/22,958.5,956.9,958.7,956.9,0.01K,0.81%
2009/5/21,950.8,939.1,943.9,937.4,0.07K,1.47%
2009/5/20,937,933,940.5,932,0.07K,1.16%
2009/5/19,926.3,926.3,926.3,926.3,-,0.54%
2009/5/18,921.3,929.6,932.9,918.7,0.07K,-1.03%
2009/5/15,930.9,925.2,931.6,925.2,0.05K,0.31%
2009/5/14,928,922.6,922.6,922.6,0.00K,0.27%
2009/5/13,925.5,922,929.7,921.2,0.07K,0.22%
2009/5/12,923.5,918.5,923.3,916.1,0.02K,1.15%
2009/5/11,913,913.1,914.4,913.1,0.00K,-0.15%
2009/5/8,914.4,910.1,915.3,910.1,0.16K,-0.07%
2009/5/7,915,922.4,924,910.4,0.06K,0.49%
2009/5/6,910.5,901.3,911.1,901.3,0.03K,0.75%
2009/5/5,903.7,903.5,912.3,902,0.07K,0.23%
2009/5/4,901.6,885.8,907.5,885.8,0.08K,1.58%
2009/5/1,887.6,884,888.5,881.5,0.51K,-0.35%
2009/4/30,890.7,898.2,898.9,881.3,0.21K,-1.01%
2009/4/29,899.8,890.1,902.5,887.8,0.81K,0.78%
2009/4/28,892.8,899.7,899.7,890.1,0.11K,-1.61%
2009/4/27,907.4,918,918,906.3,1.18K,-0.68%
2009/4/24,913.6,911.2,913.4,906.7,0.44K,0.85%
2009/4/23,905.9,893.6,909,892.6,0.23K,1.58%
2009/4/22,891.8,883.1,893,883,0.33K,1.10%
2009/4/21,882.1,886.9,895.1,880.7,0.23K,-0.55%
2009/4/20,887,868.8,889,866.1,0.66K,2.26%
2009/4/17,867.4,874,875.7,865,0.21K,-1.35%
2009/4/16,879.3,890.9,893.4,872.8,0.63K,-1.51%
2009/4/15,892.8,890,895.3,888.9,0.67K,0.21%
2009/4/14,890.9,896.1,897.8,887.4,0.36K,-0.42%
2009/4/13,894.7,882.5,899.4,882.5,0.42K,1.42%
2009/4/9,882.2,882.4,886.1,874.7,0.36K,-0.29%
2009/4/8,884.8,884,889.1,879,0.12K,0.29%
2009/4/7,882.2,872.2,884.7,872.2,0.40K,1.23%
2009/4/6,871.5,895,895,865.1,1.08K,-2.69%
2009/4/3,895.6,904.6,910.3,891.3,1.62K,-1.30%
2009/4/2,907.4,926.9,930.3,894.9,3.39K,-2.02%
2009/4/1,926.1,918.6,932.5,916.9,3.66K,0.38%
2009/3/31,922.6,918,924.5,911.6,7.40K,0.78%
2009/3/30,915.5,924.6,932.5,908.6,58.84K,-0.81%
2009/3/27,923,923,923,923,-,-1.77%
2009/3/26,939.6,939.6,943,937.6,0.07K,0.45%
2009/3/25,935.4,921.2,936.5,920.8,0.10K,1.31%
2009/3/24,923.3,923.3,923.3,923.3,1.49K,-3.02%
2009/3/23,952.1,950.7,952.6,937.9,0.03K,-0.39%
2009/3/20,955.8,960.6,960.6,954.1,0.02K,-0.26%
2009/3/19,958.3,938,960.8,933.9,0.36K,7.83%
2009/3/18,888.7,915.4,944,885,0.12K,-3.02%
2009/3/17,916.4,923.2,924.4,912.4,0.05K,-0.56%
2009/3/16,921.6,926.4,929.6,916.7,0.14K,-0.88%
2009/3/13,929.8,924.4,937,924.4,0.07K,0.66%
2009/3/12,923.7,909.2,927.5,908,0.12K,1.46%
2009/3/11,910.4,894.7,912.4,894.1,0.22K,1.65%
2009/3/10,895.6,921.6,921.8,892.1,0.12K,-2.41%
2009/3/9,917.7,940.5,940.5,914.5,0.84K,-2.59%
2009/3/6,942.1,933.5,944.5,931.8,0.31K,1.63%
2009/3/5,927,912,932.6,908.9,0.14K,2.32%
2009/3/4,906,914.9,923.2,900.1,0.16K,-0.76%
2009/3/3,912.9,927,931.8,906.4,0.36K,-2.78%
2009/3/2,939,945,955.8,924.5,0.47K,-0.27%
2009/2/27,941.5,943.4,963.2,929,0.73K,-0.03%
2009/2/26,941.8,953,956,933,0.69K,-2.47%
2009/2/25,965.7,963.3,977.5,953.1,0.22K,-0.35%
2009/2/24,969.1,988,991.6,963.2,0.24K,-2.56%
2009/2/23,994.6,995.6,996.5,980,0.22K,-0.72%
2009/2/20,1001.8,974,1004.9,971.6,0.22K,2.63%
2009/2/19,976.1,982.7,986.2,972,0.20K,-0.16%
2009/2/18,977.7,968.4,988,962.2,0.42K,1.11%
2009/2/17,967,939.5,973.8,937.3,1.64K,2.71%
2009/2/13,941.5,947.3,947.3,934.2,0.14K,-0.74%
2009/2/12,948.5,938.8,952.8,936.4,0.34K,0.50%
2009/2/11,943.8,913.7,947.2,912.2,0.89K,3.29%
2009/2/10,913.7,898,917.5,892,0.25K,2.39%
2009/2/9,892.4,910,911,891.8,0.98K,-2.35%
2009/2/6,913.9,914.5,918.5,909.5,0.33K,0.03%
2009/2/5,913.6,906.3,924.4,904.4,0.77K,1.33%
2009/2/4,901.6,900.1,909.2,897,0.47K,1.08%
2009/2/3,892,903.2,913.3,889.8,1.45K,-1.62%
2009/2/2,906.7,929,929,902.2,3.22K,-2.22%
2009/1/30,927.3,909.8,930.3,902,10.46K,2.45%
2009/1/29,905.1,888.1,909.7,874.2,66.61K,1.91%
2009/1/28,888.1,886.1,894.6,883.7,0.02K,-1.23%
2009/1/27,899.2,902.8,903,895.2,0.05K,-1.02%
2009/1/26,908.5,907.3,911.6,901.2,0.02K,1.47%
2009/1/23,895.3,875,899.1,875,0.05K,4.32%
2009/1/22,858.2,856.8,860.9,846.2,0.06K,1.01%
2009/1/21,849.6,850.5,851,844.5,0.04K,-0.59%
2009/1/20,854.6,838.7,862.7,824,0.02K,1.82%
2009/1/16,839.3,834,842.5,834,0.06K,4.04%
2009/1/15,806.7,805.6,808.8,805.6,0.02K,-0.19%
2009/1/14,808.2,825.9,827.1,814,0.01K,-1.45%
2009/1/13,820.1,825.6,825.6,815.7,0.02K,-0.02%
2009/1/12,820.3,844.4,844.4,815.4,0.07K,-3.98%
2009/1/9,854.3,855.9,862.1,855.9,0.12K,0.05%
2009/1/8,853.9,837.9,861,837.9,0.26K,1.52%
2009/1/7,841.1,862,867,837.7,0.10K,-2.81%
2009/1/6,865.4,855.1,867.6,840,0.11K,0.96%
2009/1/5,857.2,882,883.5,847,0.04K,-2.46%
2009/1/2,878.8,881.5,881.5,868.9,0.05K,-0.54%
2008/12/31,883.6,860,882.5,858.4,0.04K,1.65%
2008/12/30,869.3,878.1,878.1,866.5,0.14K,-0.61%
2008/12/29,874.6,882.9,882.9,875,0.13K,0.48%
2008/12/26,870.4,847,872.4,845.8,0.09K,2.75%
2008/12/24,847.1,838.9,848.9,838.5,0.02K,1.18%
2008/12/23,837.2,848,848,835,0.18K,-1.06%
2008/12/22,846.2,848.5,851,844,0.24K,1.17%
2008/12/19,836.4,846.6,852.1,833.3,0.11K,-2.70%
2008/12/18,859.6,862.4,873,852,0.24K,-0.91%
2008/12/17,867.5,854.4,880.8,853.5,0.12K,3.07%
2008/12/16,841.7,839,859,831.6,0.07K,0.75%
2008/12/15,835.4,828,842,824,0.47K,2.01%
2008/12/12,818.9,821.5,827,813.8,0.18K,-0.73%
2008/12/11,824.9,803.4,832.1,801,0.26K,2.21%
2008/12/10,807.1,784.1,811,783.1,0.24K,4.49%
2008/12/9,772.4,775,776.5,762.3,0.10K,0.65%
2008/12/8,767.4,755,780.2,754.2,0.57K,2.25%
2008/12/5,750.5,764.5,769.6,740,0.89K,-1.74%
2008/12/4,763.8,770,780.4,761.7,0.61K,-0.65%
2008/12/3,768.8,780,781.9,762.9,0.44K,-1.60%
2008/12/2,781.3,765.3,786,759.7,1.39K,0.86%
2008/12/1,774.6,817.2,817.3,766,2.79K,-5.10%
2008/11/28,816.2,811.1,819,808.2,6.33K,0.95%
2008/11/26,808.5,819.1,822,806.8,52.37K,-1.21%
2008/11/25,818.4,818.4,818.4,818.4,-,-0.12%
2008/11/24,819.4,819.9,824,819.9,0.00K,3.50%
2008/11/21,791.7,771.3,784.1,771.2,0.02K,5.76%
2008/11/20,748.6,740.5,750,739.5,0.06K,1.73%
2008/11/19,735.9,736,758.8,735,0.06K,0.45%
2008/11/18,732.6,738,744.9,734,0.01K,-1.25%
2008/11/17,741.9,741.9,741.9,741.9,-,-0.07%
2008/11/14,742.4,726.5,747.1,726.5,0.01K,5.32%
2008/11/13,704.9,714.3,715.5,707,0.92K,-1.78%
2008/11/12,717.7,730.4,734.7,722.5,0.07K,-1.95%
2008/11/11,732,734.2,735.6,729.8,0.04K,-1.82%
2008/11/10,745.6,749,753.6,747.9,0.04K,1.69%
2008/11/7,733.2,731.5,743,727.2,0.02K,0.27%
2008/11/6,731.2,743.4,759,731.9,0.03K,-1.36%
2008/11/5,741.3,757.4,757.4,739,0.02K,-1.94%
2008/11/4,756,726,760,726,0.03K,4.22%
2008/11/3,725.4,728.8,731.5,728.7,0.02K,1.20%
2008/10/31,716.8,731.4,736,718.4,0.02K,-2.77%
2008/10/30,737.2,760.5,774,739.1,0.02K,-2.07%
2008/10/29,752.8,750.8,750.8,750.8,0.00K,1.83%
2008/10/28,739.3,731,748.8,730.6,0.01K,-0.32%
2008/10/27,741.7,742.8,744.5,712,0.27K,1.73%
2008/10/24,729.1,715.3,734.2,681,0.10K,2.22%
2008/10/23,713.3,705,719.8,705,0.04K,-2.73%
2008/10/22,733.3,771.7,771.7,721,0.24K,-4.28%
2008/10/21,766.1,793.7,793.7,767.7,0.08K,-2.73%
2008/10/20,787.6,803.8,803.8,787.5,0.02K,0.32%
2008/10/17,785.1,798,807,773.8,0.06K,-2.05%
2008/10/16,801.5,846,846,790,0.03K,-4.07%
2008/10/15,835.5,839.5,848.7,831.6,0.12K,-0.10%
2008/10/14,836.3,848.1,848.1,833.5,0.05K,-0.31%
2008/10/13,838.9,861.1,861.1,830.3,0.19K,-1.93%
2008/10/10,855.4,925.7,925.7,843,0.10K,-3.14%
2008/10/9,883.1,902.7,919.7,883,0.08K,-2.21%
2008/10/8,903.1,879.7,915.5,877.7,0.31K,2.81%
2008/10/7,878.4,862.1,883,858.2,0.04K,1.82%
2008/10/6,862.7,828.8,868.8,826,0.51K,4.08%
2008/10/3,828.9,832.5,844.3,823,0.23K,-1.20%
2008/10/2,839,870.4,870.4,829.3,0.46K,-4.73%
2008/10/1,880.7,878,889.1,869.2,0.30K,0.74%
2008/9/30,874.2,904.8,912.5,855,0.88K,-1.58%
2008/9/29,888.2,871.3,919,866.4,2.94K,0.60%
2008/9/26,882.9,884.2,890.2,884.2,0.06K,0.59%
2008/9/25,877.7,891.5,891.5,884.5,0.09K,-1.27%
2008/9/24,889,879.5,891.3,879.5,0.19K,0.40%
2008/9/23,885.5,892.4,898.9,886,0.18K,-2.04%
2008/9/22,903.9,888.8,908.1,888.8,0.02K,5.03%
2008/9/19,860.6,860.6,860.6,860.6,0.11K,-3.60%
2008/9/18,892.7,869.9,910.9,836,0.06K,5.45%
2008/9/17,846.6,782.9,808,782.9,0.03K,9.03%
2008/9/16,776.5,777.7,777.7,777,0.00K,-0.84%
2008/9/15,783.1,778.1,778.6,764,0.02K,3.00%
2008/9/12,760.3,750.5,756,750.5,0.01K,2.56%
2008/9/11,741.3,756.6,756.6,739,0.03K,-2.19%
2008/9/10,757.9,776.6,781,752.8,0.06K,-3.71%
2008/9/9,787.1,802,802,780,0.03K,-1.30%
2008/9/8,797.5,811,813.2,796.4,0.09K,-0.01%
2008/9/5,797.6,794.7,809,794,0.09K,-0.04%
2008/9/4,797.9,801.4,809.1,794.9,0.08K,-0.60%
2008/9/3,802.7,805.6,805.6,791.6,0.03K,-0.29%
2008/9/2,805,829.9,840.7,790.8,0.19K,-2.93%
2008/8/29,829.3,831.7,833,831.7,0.12K,-0.19%
2008/8/28,830.9,828,842.6,824.5,0.50K,0.34%
2008/8/27,828.1,830.3,830.3,825.3,0.03K,0.72%
2008/8/26,822.2,826,826,826,0.14K,0.29%
2008/8/25,819.8,819.8,819.8,819.8,0.04K,-0.92%
2008/8/22,827.4,832.3,836.6,823.1,0.02K,-0.67%
2008/8/21,833,825.8,835.6,825.8,0.10K,2.80%
2008/8/20,810.3,814.9,814.9,804.7,0.09K,-0.10%
2008/8/19,811.1,789.6,814.5,789.6,0.05K,1.43%
2008/8/18,799.7,792,801.7,792,0.02K,1.74%
2008/8/15,786,796.9,799.2,780.9,0.13K,-2.75%
2008/8/14,808.2,831.4,831.9,805,0.07K,-2.04%
2008/8/13,825,810.9,829.1,810.9,0.16K,2.08%
2008/8/12,808.2,826.4,826.4,803.6,0.10K,-1.62%
2008/8/11,821.5,858.3,863.4,818,0.29K,-4.23%
2008/8/8,857.8,868.8,869.5,851.1,0.30K,-1.48%
2008/8/7,870.7,882.2,883.8,870.3,0.34K,-0.56%
2008/8/6,875.6,880.7,885.6,875,1.33K,-0.34%
2008/8/5,878.6,895.4,895.4,873.3,0.79K,-2.39%
2008/8/4,900.1,912.7,915.3,894.4,2.42K,-0.98%
2008/8/1,909,904.9,916.1,902.1,1.83K,-0.54%
2008/7/31,913.9,906.9,925.6,906.1,8.55K,1.22%
2008/7/30,902.9,917.9,919.1,893.3,93.76K,-1.47%
2008/7/29,916.4,916.2,917.7,916.2,0.01K,-1.21%
2008/7/28,927.6,928.8,931.1,927,0.03K,0.11%
2008/7/25,926.6,928.4,929.2,921.2,0.04K,0.50%
2008/7/24,922,920.9,926.4,920.9,0.05K,-0.04%
2008/7/23,922.4,935,935,924.2,0.20K,-2.70%
2008/7/22,948,973,974.9,973,0.00K,-1.57%
2008/7/21,963.1,964.5,964.5,963.5,0.00K,0.61%
2008/7/18,957.3,956.8,957,956.8,0.00K,-1.31%
2008/7/17,970,957.3,976.2,957.3,0.04K,0.85%
2008/7/16,961.8,960,960,960,0.00K,-1.63%
2008/7/15,977.7,983.5,986.2,976,0.01K,0.51%
2008/7/14,972.7,964.7,974.6,955,0.06K,1.38%
2008/7/11,959.5,948.2,965.7,948.2,0.06K,1.98%
2008/7/10,940.9,928.1,942.1,928.1,0.02K,1.47%
2008/7/9,927.3,919.8,928.2,919.8,0.03K,0.59%
2008/7/8,921.9,922.8,922.8,919.2,0.04K,-0.58%
2008/7/7,927.3,931.4,931.4,915.4,0.14K,-0.49%
2008/7/3,931.9,944.8,944.8,928,0.13K,-1.37%
2008/7/2,944.8,938.8,944.8,933.1,0.06K,0.24%
2008/7/1,942.5,943.6,945.8,938,0.03K,1.76%
2008/6/30,926.2,927.7,933.7,922.3,0.14K,-0.33%
2008/6/27,929.3,913.1,927.6,910.7,0.17K,1.77%
2008/6/26,913.1,909.6,912.6,909.6,0.02K,3.76%
2008/6/25,880,883.6,883.8,876.4,0.10K,-1.03%
2008/6/24,889.2,889.6,891.2,885.5,0.06K,0.50%
2008/6/23,884.8,903.4,903.4,879.2,0.05K,-1.83%
2008/6/20,901.3,903.8,907.3,901,0.02K,-0.04%
2008/6/19,901.7,888.6,906.5,888.6,0.04K,1.21%
2008/6/18,890.9,888,891.9,885.1,0.14K,0.75%
2008/6/17,884.3,883.4,887,876.3,0.06K,0.08%
2008/6/16,883.6,872.5,893,871.3,0.07K,1.53%
2008/6/13,870.3,870.3,870.3,860.5,0.36K,0.13%
2008/6/12,869.2,873.6,873.6,858.2,0.14K,-1.19%
2008/6/11,879.7,869.5,882,869.5,0.15K,1.36%
2008/6/10,867.9,886.6,886.6,866,0.46K,-3.00%
2008/6/9,894.7,900.7,908.9,890.5,1.93K,-0.08%
2008/6/6,895.4,878.5,901,877.7,0.23K,2.71%
2008/6/5,871.8,876.1,878.8,865.4,0.34K,-0.92%
2008/6/4,879.9,879.5,886.1,876,0.61K,-0.19%
2008/6/3,881.6,889.8,896.1,874.6,2.08K,-1.27%
2008/6/2,892.9,887.3,898,881.8,2.13K,0.63%
2008/5/30,887.3,880.2,888.5,868.6,6.67K,1.15%
2008/5/29,877.2,903,903.2,872.1,64.62K,-2.59%
2008/5/28,900.5,900.5,900.5,900.5,-,-0.79%
2008/5/27,907.7,912,912,906.5,0.03K,-1.93%
2008/5/23,925.6,916.9,924.7,916,0.00K,0.84%
2008/5/22,917.9,917.6,917.6,917.6,0.00K,-1.09%
2008/5/21,928,923.5,924,923.2,0.00K,0.92%
2008/5/20,919.5,919.5,919.5,919.5,-,1.60%
2008/5/19,905,905,905,905,0.00K,0.67%
2008/5/16,899,892,904.2,892,0.09K,2.28%
2008/5/15,879,865.8,886.3,865.8,0.12K,1.57%
2008/5/14,865.4,862.8,868.6,862.8,0.04K,-0.36%
2008/5/13,868.5,862.9,870.4,862.9,0.02K,-1.72%
2008/5/12,883.7,879.2,886.5,879.2,0.06K,-0.09%
2008/5/9,884.5,883.9,884.7,883.9,0.03K,0.44%
2008/5/8,880.6,871,883.3,871,0.07K,1.26%
2008/5/7,869.6,868,869.4,864.8,0.04K,-0.73%
2008/5/6,876,872.3,881.4,872.3,0.05K,0.42%
2008/5/5,872.3,861.2,872.8,861.2,0.04K,1.89%
2008/5/2,856.1,853.3,857.7,853.3,0.01K,0.85%
2008/5/1,848.9,855,856,849.6,0.03K,-1.61%
2008/4/30,862.8,868.7,875.2,863,0.09K,-1.30%
2008/4/29,874.2,890.6,890.6,869.6,0.14K,-2.09%
2008/4/28,892.9,887,893.8,887,0.55K,0.64%
2008/4/25,887.2,878.2,893.6,878.1,0.08K,0.05%
2008/4/24,886.8,902.4,904.8,885.1,0.08K,-2.14%
2008/4/23,906.2,916.8,921.5,898.8,0.11K,-1.75%
2008/4/22,922.3,921.8,922.8,916.2,0.63K,0.83%
2008/4/21,914.7,922.5,924.6,914.1,0.45K,0.27%
2008/4/18,912.2,936,936,907.2,0.15K,-2.94%
2008/4/17,939.8,944.3,947.9,938.7,0.21K,-0.56%
2008/4/16,945.1,927.2,948.7,927.2,0.16K,1.77%
2008/4/15,928.7,924.3,936,924.3,0.17K,0.36%
2008/4/14,925.4,917,929.4,915.6,0.15K,0.19%
2008/4/11,923.6,919.6,931.2,919.6,0.14K,-0.51%
2008/4/10,928.3,931.3,939.2,922.4,0.41K,-0.57%
2008/4/9,933.6,916,935.5,904.1,0.39K,2.14%
2008/4/8,914,924.2,925.3,909.3,0.41K,-0.94%
2008/4/7,922.7,915.3,927.2,912.3,2.09K,1.51%
2008/4/4,909,904.7,914.9,898.8,0.28K,0.44%
2008/4/3,905,901.2,907.5,889.6,0.98K,1.09%
2008/4/2,895.2,884,906.5,881.2,2.37K,1.39%
2008/4/1,882.9,915,919.8,871.8,3.20K,-3.63%
2008/3/31,916.2,931,940.1,912,5.98K,-1.55%
2008/3/28,930.6,947.5,951.1,921.8,64.01K,-1.92%
