Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2017/3/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
China,CHN,Machinery and transport equipment (% of value added in manufacturing),NV.MNF.MTRN.ZS.UN,,,,,,,,,,,,,,,,,,,,,18.54938993,16.69765494,17.28351496,18.28368972,18.99334155,19.23354271,17.56822057,17.34760462,17.06411476,16.45460366,15.54832852,16.12743927,18.06104051,16.13785967,15.78983546,15.56231298,14.83539899,14.93609059,15.00061988,14.71860381,14.07878144,14.67817971,15.78306769,27.21135409,26.16887794,25.43907291,25.38655774,24.48659779,,,,,,,,,
China,CHN,"Food, beverages and tobacco (% of value added in manufacturing)",NV.MNF.FBTO.ZS.UN,,,,,,,,,,,,,,,,,,,,,10.04227931,11.64007555,12.75765439,12.44183859,12.31219059,11.64455565,12.38972688,12.89471796,13.52678608,13.48825078,14.53955415,14.67144564,13.29776318,12.77359214,14.05035707,13.53877881,15.11713772,16.00393191,16.15181082,15.50936387,14.38888766,14.18018459,14.33608977,12.84190647,11.96731659,12.14925887,11.84589816,11.80563498,,,,,,,,,
China,CHN,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,,,,,,,,,,,,,,,,,,,,,11.34457265,11.45341104,11.58899844,11.8285571,11.99656268,10.04900044,10.18126924,11.25964695,12.016131,12.18125341,13.10734934,12.82596575,11.97657132,9.775361348,9.950140463,11.40622725,11.86766462,11.52884088,11.40961222,11.90875291,12.02819315,11.5254179,11.30855965,10.94559766,11.12380967,10.98995366,10.43523188,10.79360221,,,,,,,,,
China,CHN,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,44.39153799,31.93215938,31.31130614,33.0689738,35.32893394,35.0922722,37.87790544,33.88696912,31.11060146,35.41942717,40.27284292,41.91867801,42.76759129,42.82708076,42.43024366,45.35943412,45.03781035,46.70153846,47.71250714,46.95524936,48.057808,45.97228413,44.62165482,44.22926805,42.93192279,42.71395443,43.51496694,43.31969839,43.5258623,42.49724966,41.03396934,41.48853019,43.11643899,46.17780294,46.16417373,46.75178799,47.10542293,47.1002948,45.79878045,45.36098069,45.53725016,44.79461606,44.45173821,45.62399034,45.90138915,47.02376535,47.55856424,46.8610155,46.93249623,45.88376808,46.39606344,46.40067885,45.27351206,44.00815867,43.10295136,40.92748741,
China,CHN,"Industry, value added (constant LCU)",NV.IND.TOTL.KN,1.96E+11,1.14E+11,1.02E+11,1.17E+11,1.47E+11,1.82E+11,2.22E+11,1.90E+11,1.73E+11,2.30E+11,3.09E+11,3.48E+11,3.71E+11,4.02E+11,4.07E+11,4.71E+11,4.60E+11,5.21E+11,5.99E+11,6.48E+11,7.36E+11,7.49E+11,7.91E+11,8.73E+11,1.00E+12,1.18E+12,1.30E+12,1.48E+12,1.69E+12,1.76E+12,1.81E+12,2.06E+12,2.50E+12,2.99E+12,3.53E+12,4.02E+12,4.51E+12,4.98E+12,5.42E+12,5.87E+12,6.42E+12,6.97E+12,7.66E+12,8.63E+12,9.59E+12,1.08E+13,1.22E+13,1.40E+13,1.54E+13,1.70E+13,1.92E+13,2.12E+13,2.30E+13,2.48E+13,2.67E+13,2.83E+13,
China,CHN,"Industry, value added (annual % growth)",NV.IND.TOTL.KD.ZG,,-41.9,-10.6,14.5,25.5,24,22.2,-14.3,-9.2,33,34.6,12.4,6.7,8.3,1.4,15.7,-2.4,13.2,15.03299103,8.2,13.4935305,1.872964169,5.595523581,10.37093111,14.47187929,18.39424805,10.22267206,13.59044995,14.30881164,3.748231966,3.203817314,13.77146631,21.01596517,19.76493164,18.12537553,13.83519837,12.09413167,10.47036939,8.912677412,8.194367753,9.482494641,8.484057431,9.900309385,12.66812637,11.13964464,12.13389121,13.44954333,15.05080752,9.839143235,10.29017597,12.68315018,10.6898384,8.364160054,7.986970684,7.393822394,6.093834262,
China,CHN,"Industry, value added (constant 2010 US$)",NV.IND.TOTL.KD,28995585520,16846435187,15060713057,17244516451,21641868146,26835916501,32793489964,28104020899,25518450976,33939539799,45682620569,51347265519,54787532309,59334897491,60165586056,69611583067,67940905073,76909104543,88470843330,95725452483,1.09E+11,1.11E+11,1.17E+11,1.29E+11,1.48E+11,1.75E+11,1.93E+11,2.19E+11,2.50E+11,2.60E+11,2.68E+11,3.05E+11,3.69E+11,4.42E+11,5.22E+11,5.94E+11,6.66E+11,7.36E+11,8.01E+11,8.67E+11,9.49E+11,1.03E+12,1.13E+12,1.27E+12,1.42E+12,1.59E+12,1.80E+12,2.07E+12,2.28E+12,2.51E+12,2.83E+12,3.13E+12,3.40E+12,3.67E+12,3.94E+12,4.18E+12,
China,CHN,"Industry, value added (current LCU)",NV.IND.TOTL.CN,65260000000,39350000000,36390000000,41280000000,51930000000,60850000000,71540000000,60800000000,54260000000,69500000000,91810000000,1.03E+11,1.09E+11,1.18E+11,1.20E+11,1.38E+11,1.35E+11,1.52E+11,1.76E+11,1.93E+11,2.20E+11,2.27E+11,2.40E+11,2.66E+11,3.12E+11,3.89E+11,4.52E+11,5.27E+11,6.61E+11,7.30E+11,7.74E+11,9.13E+11,1.17E+12,1.65E+12,2.25E+12,2.87E+12,3.38E+12,3.75E+12,3.90E+12,4.11E+12,4.57E+12,4.97E+12,5.41E+12,6.27E+12,7.43E+12,8.81E+12,1.04E+13,1.27E+13,1.50E+13,1.60E+13,1.92E+13,2.27E+13,2.45E+13,2.62E+13,2.78E+13,2.81E+13,
China,CHN,"Industry, value added (current US$)",NV.IND.TOTL.CD,26509058413,15984239175,14781866927,16768218377,21094321228,24717686246,29060037371,24697375904,22040783167,28231375416,37293850028,41835242505,48621442252,59334472705,61176830512,74131627057,69331410322,81698783507,71349593496,83713043478,91862500000,90043650794,91515267176,1.02E+11,1.12E+11,1.32E+11,1.31E+11,1.18E+11,1.36E+11,1.48E+11,1.48E+11,1.59E+11,1.84E+11,2.05E+11,2.61E+11,3.43E+11,4.07E+11,4.53E+11,4.71E+11,4.96E+11,5.52E+11,6.00E+11,6.54E+11,7.57E+11,8.98E+11,1.07E+12,1.31E+12,1.66E+12,2.16E+12,2.34E+12,2.83E+12,3.51E+12,3.88E+12,4.23E+12,4.52E+12,4.51E+12,
China,CHN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,31.52511241,27.8797347,25.80674268,29.29160137,33.34630868,34.62162876,35.60289147,35.72146426,35.17858337,37.59888804,37.00136522,38.76502169,40.10182964,39.61918308,39.86385044,37.97329728,36.78010563,36.02323242,34.94632145,34.41536443,34.63794078,34.12625311,34.28932813,33.93025478,32.30431992,32.15641698,32.41029081,33.64698907,33.3240859,33.35434342,33.21444278,32.8739943,31.54468317,31.28211449,31.77764768,31.29111139,31.05772295,32.46627976,31.97506225,32.09392486,32.45232433,32.36657902,32.09218057,31.54522014,31.5430915,31.2819314,30.65558217,29.73784247,,,
China,CHN,"Manufacturing, value added (constant LCU)",NV.IND.MANF.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Manufacturing, value added (constant 2010 US$)",NV.IND.MANF.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92E+12,,,,,,
China,CHN,"Manufacturing, value added (current LCU)",NV.IND.MANF.CN,,,,,,,59541479800,50021820000,45009539900,57475980200,76019579900,85061879700,90872820200,98455499800,99474480200,1.14E+11,1.11E+11,1.26E+11,1.48E+11,1.62E+11,1.83E+11,1.87E+11,1.98E+11,2.17E+11,2.54E+11,3.13E+11,3.59E+11,4.15E+11,5.21E+11,5.83E+11,6.10E+11,7.08E+11,8.81E+11,1.20E+12,1.62E+12,2.05E+12,2.39E+12,2.62E+12,2.69E+12,2.83E+12,3.19E+12,3.47E+12,3.78E+12,4.46E+12,5.17E+12,6.01E+12,7.12E+12,8.75E+12,1.03E+13,1.10E+13,1.30E+13,1.53E+13,1.66E+13,1.77E+13,,,
China,CHN,"Manufacturing, value added (current US$)",NV.IND.MANF.CD,,,,,,,24186156390,20319205459,18283182996,23347136323,30879673369,34552717402,40476067970,49490047150,50721232001,61448446177,56960070104,67814791958,59968536870,70634113130,76199750125,74376428849,75432908244,83100490460,90841714536,1.07E+11,1.04E+11,93155489036,1.07E+11,1.18E+11,1.17E+11,1.23E+11,1.38E+11,1.50E+11,1.88E+11,2.45E+11,2.87E+11,3.16E+11,3.25E+11,3.42E+11,3.85E+11,4.19E+11,4.57E+11,5.39E+11,6.25E+11,7.34E+11,8.93E+11,1.15E+12,1.48E+12,1.61E+12,1.92E+12,2.37E+12,2.62E+12,2.86E+12,,,
China,CHN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,23.1752942,35.79485515,38.98640509,39.85420171,38.02979795,37.54901961,37.17901202,39.80604169,41.6432544,37.5191112,34.79843839,33.63181245,32.41654913,32.92576736,33.42645967,31.95262379,32.35963327,28.99076923,27.68641096,30.70357274,29.63423141,31.31609871,32.78557338,32.5682207,31.53946555,27.93414589,26.63884659,26.3211933,25.23780665,24.61160556,26.58414976,24.03388228,21.32894519,19.30749134,19.47427397,19.5965432,19.3254481,17.89525183,17.15900488,16.06481134,14.67629171,13.98346249,13.30146717,12.34896887,12.91663011,11.64148412,10.62575619,10.28300466,10.2508955,9.786198864,9.530196695,9.434507131,9.419942802,9.295190345,9.059915462,8.8796477,
China,CHN,"Agriculture, value added (constant LCU)",NV.AGR.TOTL.KN,4.82E+11,4.89E+11,5.11E+11,5.69E+11,6.42E+11,7.04E+11,7.55E+11,7.69E+11,7.57E+11,7.63E+11,8.22E+11,8.38E+11,8.30E+11,9.05E+11,9.42E+11,9.61E+11,9.43E+11,9.23E+11,9.61E+11,1.02E+12,1.00E+12,1.08E+12,1.20E+12,1.30E+12,1.47E+12,1.49E+12,1.54E+12,1.62E+12,1.66E+12,1.71E+12,1.83E+12,1.88E+12,1.96E+12,2.05E+12,2.13E+12,2.24E+12,2.35E+12,2.43E+12,2.52E+12,2.59E+12,2.65E+12,2.72E+12,2.79E+12,2.86E+12,3.03E+12,3.18E+12,3.33E+12,3.45E+12,3.63E+12,3.78E+12,3.94E+12,4.10E+12,4.28E+12,4.45E+12,4.63E+12,4.81E+12,
China,CHN,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,1.4,4.5,11.3,12.9,9.7,7.2,1.9,-1.6,0.8,7.7,1.9,-0.9,9,4.1,2,-1.8,-2.2,4.142809,6.1,-1.413760603,6.978967495,11.52815013,8.253205128,12.95336788,1.834862385,3.281853282,4.735202492,2.49851279,3.07603018,7.376126126,2.35972732,4.610655738,4.652301665,3.977538606,4.905490549,5.062205062,3.429971417,3.434662456,2.748091603,2.303120357,2.650689906,2.688362221,2.376851533,6.123822342,5.072923272,4.737477369,3.514837223,5.176732535,3.995766076,4.249363868,4.173785697,4.475164011,3.812514017,4.061352344,3.902844094,
China,CHN,"Agriculture, value added (constant 2010 US$)",NV.AGR.TOTL.KD,71222095851,72219205192,75469069426,83997074271,94832696852,1.04E+11,1.12E+11,1.14E+11,1.12E+11,1.13E+11,1.21E+11,1.24E+11,1.23E+11,1.34E+11,1.39E+11,1.42E+11,1.39E+11,1.36E+11,1.42E+11,1.51E+11,1.48E+11,1.59E+11,1.77E+11,1.92E+11,2.17E+11,2.21E+11,2.28E+11,2.39E+11,2.45E+11,2.52E+11,2.71E+11,2.77E+11,2.90E+11,3.03E+11,3.15E+11,3.31E+11,3.48E+11,3.59E+11,3.72E+11,3.82E+11,3.91E+11,4.01E+11,4.12E+11,4.22E+11,4.48E+11,4.70E+11,4.93E+11,5.10E+11,5.36E+11,5.58E+11,5.81E+11,6.06E+11,6.33E+11,6.57E+11,6.84E+11,7.10E+11,
China,CHN,"Agriculture, value added (current LCU)",NV.AGR.TOTL.CN,34070000000,44110000000,45310000000,49750000000,55900000000,65110000000,70220000000,71420000000,72630000000,73620000000,79330000000,82630000000,82740000000,90750000000,94520000000,97120000000,96710000000,94220000000,1.02E+11,1.26E+11,1.36E+11,1.55E+11,1.76E+11,1.96E+11,2.30E+11,2.54E+11,2.76E+11,3.20E+11,3.83E+11,4.23E+11,5.02E+11,5.29E+11,5.80E+11,6.89E+11,9.47E+11,1.20E+12,1.39E+12,1.43E+12,1.46E+12,1.45E+12,1.47E+12,1.55E+12,1.62E+12,1.70E+12,2.09E+12,2.18E+12,2.33E+12,2.78E+12,3.28E+12,3.42E+12,3.94E+12,4.62E+12,5.09E+12,5.53E+12,5.83E+12,6.09E+12,
China,CHN,"Agriculture, value added (current US$)",NV.AGR.TOTL.CD,13839467057,17917783735,18405231944,20208790316,22706962385,26448127386,28523844342,29011292550,29502802827,29904947599,32224388659,33564871232,36853592268,45616768875,48194982664,52220668889,49814566807,50715900528,41402439024,54739130435,56645833333,61337301587,67240458015,75130268199,81985714286,86452380952,80118840580,71849775785,78831275720,85591093117,95931166348,92139372822,91056514914,85866380761,1.10E+11,1.44E+11,1.67E+11,1.72E+11,1.77E+11,1.76E+11,1.78E+11,1.87E+11,1.96E+11,2.05E+11,2.53E+11,2.66E+11,2.92E+11,3.65E+11,4.71E+11,5.00E+11,5.81E+11,7.14E+11,8.06E+11,8.93E+11,9.50E+11,9.77E+11,
China,CHN,Trade (% of GDP),NE.TRD.GNFS.ZS,8.734099721,7.360220725,6.960936156,6.865336858,6.633104293,6.828143022,6.729496479,6.253483447,6.220973568,5.453062889,4.952406018,4.920835199,5.755367497,8.000145127,10.33348658,9.554202994,8.836913605,8.384615385,9.65014815,11.08645287,12.42479728,14.89728109,19.73934538,18.06180679,19.03565293,20.95932321,19.95461098,25.23060577,30.41764868,25.64154433,24.6841507,26.74043264,30.61509228,37.3185053,36.51787804,34.75902219,34.53906728,33.57786404,32.84431977,34.04191107,39.75277471,39.05383787,43.09296397,52.59747491,60.22079348,62.89041723,65.61892316,62.6647374,56.95747347,44.50696243,48.88930043,50.59982788,48.10786134,46.5652359,45.65192435,40.67168168,
China,CHN,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-0.12244065,0.381400633,1.144381346,1.145557959,0.904823457,0.44982699,0.259437708,0.300969792,0.384152285,0.642136378,0.030705795,0.655297326,0.740479549,0.482548436,-0.473883368,-0.144760651,0.184032657,0.212307692,-0.538233615,-0.760882819,-0.601621763,-0.002026014,2.392828475,1.255135158,0.023808673,-3.792914008,-2.383895093,0.479555476,-0.947222926,-0.881251743,3.367342036,3.816711073,1.640065795,-1.389094281,2.051780401,2.112870903,2.756154359,3.498141453,4.67956805,3.318178147,2.718572274,2.623403234,2.887639872,2.950999366,3.332433943,6.134345684,8.731212988,9.231866802,7.090868415,4.209412861,3.645528853,2.388813884,2.708532965,2.444728258,2.508109253,3.502108663,
China,CHN,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,,,,,,,,,,,,,,,,,,,,1214962955,12452283517,35884753495,70027572110,48891396313,23335567579,-1.30E+11,-88609001963,8761051126,-25030166818,-24714455759,37166173483,57774786435,8044426793,-2.12E+11,-78369288914,-88349307331,-73181612463,1.54E+11,2.21E+11,2.06E+11,2.39E+11,2.07E+11,2.10E+11,1.52E+11,1.51E+11,6.01E+11,1.12E+12,1.68E+12,2.11E+12,9.41E+11,1.73E+12,1.79E+12,1.79E+12,1.75E+12,,,
China,CHN,External balance on goods and services (current LCU),NE.RSB.GNFS.CN,-180000000,470000000,1330000000,1430000000,1330000000,780000000,490000000,540000000,670000000,1260000000,70000000,1610000000,1890000000,1330000000,-1340000000,-440000000,550000000,690000000,-1980000000,-3120000000,-2760000000,-10000000,12857624526,7557043270,173291426.2,-34511345269,-24735772269,5838396093,-14379222902,-15139640576,63551509508,83989017185,44600769256,-49553438098,99793469264,1.30E+11,1.98E+11,2.79E+11,3.99E+11,3.01E+11,2.73E+11,2.91E+11,3.51E+11,4.06E+11,5.39E+11,1.15E+12,1.92E+12,2.49E+12,2.27E+12,1.47E+12,1.51E+12,1.17E+12,1.46E+12,1.46E+12,1.62E+12,2.40E+12,
China,CHN,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-73117231.29,190917215,540255097.9,580875781.9,540255097.9,316841335.6,199041351.9,219351693.9,272158583.2,511820619.1,28434478.84,653993013.2,841833325.9,668543279.4,-683255149.9,-236584579,283300710.8,371407040.6,-804878048.8,-1356521739,-1150000000,-3968253.968,4907490277,2895418878,61889795.06,-11738552812,-7169789063,1309057420,-2958687840,-3064704570,12151340250,14632232959,7001690621,-6177731552,11578714802,15520051000,23806183000,33638247719,48154768007,36300787961,32931327250,35137743299,42464179937,48995074899,65160663031,1.40E+11,2.40E+11,3.28E+11,3.26E+11,2.15E+11,2.22E+11,1.81E+11,2.32E+11,2.35E+11,2.63E+11,3.86E+11,
China,CHN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,4.428270186,3.489410046,2.908277405,2.85988945,2.864140418,3.189158016,3.235029385,2.976256828,2.918410642,2.405463256,2.460850112,2.132768936,2.507443974,3.758798346,5.403684974,4.849481823,4.326440474,4.086153846,5.094190883,5.923667845,6.513209521,7.449653552,8.673258452,8.403335816,9.50592213,12.37611861,11.16925304,12.37552515,15.6824358,13.26139804,10.65840433,11.46186078,14.48751324,19.35379979,17.23304882,16.32307564,15.89145646,15.03986129,14.08237586,15.36186646,18.51710122,18.21521732,20.10266205,24.82323777,28.44417977,28.37803577,28.44385509,26.7164353,24.93330253,20.14877479,22.62188579,24.105507,22.69966419,22.06025382,21.57190755,18.58478651,
China,CHN,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38E+12,,,,,,
China,CHN,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,6510000000,4300000000,3380000000,3570000000,4210000000,5530000000,6110000000,5340000000,5090000000,4720000000,5610000000,5240000000,6400000000,10360000000,15280000000,14740000000,12930000000,13280000000,18740000000,24290000000,29880000000,36770000000,46604886963,50595644613,69188854226,1.13E+11,1.16E+11,1.51E+11,2.38E+11,2.28E+11,2.01E+11,2.52E+11,3.94E+11,6.90E+11,8.38E+11,1.00E+12,1.14E+12,1.20E+12,1.20E+12,1.39E+12,1.86E+12,2.02E+12,2.45E+12,3.41E+12,4.60E+12,5.32E+12,6.24E+12,7.22E+12,7.97E+12,7.03E+12,9.34E+12,1.18E+13,1.23E+13,1.31E+13,1.39E+13,1.27E+13,
China,CHN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2644406532,1746689414,1372979121,1450158421,1710130799,2246323828,2481923796,2169144528,2067592818,1917296287,2278820375,2128523844,2850652532,5207600281,7791148277,7925583396,6660142165,7148239854,7617886179,10560869565,12450000000,14591269841,17788124795,19385304449,24710305081,38302403274,33592580690,33781853910,48984701330,46118793490,38461758920,43941659170,61849400129,86072328750,97250445198,1.20E+11,1.37E+11,1.45E+11,1.45E+11,1.68E+11,2.24E+11,2.44E+11,2.96E+11,4.12E+11,5.56E+11,6.49E+11,7.83E+11,9.49E+11,1.15E+12,1.03E+12,1.38E+12,1.83E+12,1.94E+12,2.12E+12,2.26E+12,2.05E+12,
China,CHN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,39.11298551,22.28353485,15.32438479,21.25290395,23.83155317,26.64936563,30.16889924,23.7264519,24.78068918,24.7630211,32.67535202,33.33469006,30.99435825,32.78064001,33.10464335,34.94982727,33.12922439,33.78769231,38.40215293,37.06621144,35.3801552,33.68856112,32.74649198,32.69112591,35.17482998,39.89053622,38.56806924,38.15074007,39.92187294,37.90403791,34.73393066,35.86587051,39.83709941,44.24301717,40.94844513,39.68460985,38.37239743,36.33720128,35.678645,34.96473228,34.42966252,36.42221803,37.07752548,40.63155827,42.89447245,41.39123174,40.93324553,41.46314116,43.26638301,46.44128848,47.61226961,47.68586018,47.23452969,47.38774527,47.00772081,45.66997099,
China,CHN,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65E+12,1.85E+12,2.31E+12,2.86E+12,3.21E+12,3.67E+12,4.02E+12,4.17E+12,4.44E+12,4.66E+12,4.92E+12,5.73E+12,6.33E+12,7.59E+12,8.81E+12,9.63E+12,1.10E+13,1.27E+13,1.43E+13,1.70E+13,1.97E+13,2.15E+13,2.30E+13,2.51E+13,2.69E+13,2.86E+13,
China,CHN,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.92621997,24.9762865,23.40050816,12.51495038,14.33146817,9.336346267,3.819793421,6.508279882,4.857239311,5.701587405,16.42171553,10.40438013,19.88078699,16.17931466,9.286463889,13.69327857,15.61459988,12.62553319,19.45995706,15.45604476,9.253574144,7.179757737,9.090571184,7.163979749,6.173034113,
China,CHN,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44E+11,2.74E+11,3.42E+11,4.22E+11,4.75E+11,5.43E+11,5.93E+11,6.16E+11,6.56E+11,6.88E+11,7.27E+11,8.47E+11,9.35E+11,1.12E+12,1.30E+12,1.42E+12,1.62E+12,1.87E+12,2.11E+12,2.52E+12,2.90E+12,3.17E+12,3.40E+12,3.71E+12,3.98E+12,4.22E+12,
China,CHN,Gross capital formation (current LCU),NE.GDI.TOTL.CN,57500000000,27460000000,17810000000,26530000000,35030000000,46210000000,56980000000,42570000000,43220000000,48590000000,74490000000,81900000000,79110000000,90350000000,93610000000,1.06E+11,99010000000,1.10E+11,1.41E+11,1.52E+11,1.62E+11,1.66E+11,1.76E+11,1.97E+11,2.56E+11,3.63E+11,4.00E+11,4.64E+11,6.06E+11,6.51E+11,6.56E+11,7.89E+11,1.08E+12,1.58E+12,1.99E+12,2.43E+12,2.76E+12,2.90E+12,3.04E+12,3.17E+12,3.45E+12,4.04E+12,4.51E+12,5.58E+12,6.94E+12,7.75E+12,8.98E+12,1.12E+13,1.38E+13,1.62E+13,1.97E+13,2.33E+13,2.55E+13,2.82E+13,3.03E+13,3.13E+13,
China,CHN,Gross capital formation (current US$),NE.GDI.TOTL.CD,23356893330,11154439841,7234543830,10776667479,14229425624,18770818101,23145665773,17292225201,17556259647,19737590381,30258347551,33268340239,35236737785,45415703227,47730981032,57119045059,50999278871,59107546560,57426829268,66082608696,67629166667,65984126984,67160305344,75413793103,91435714286,1.23E+11,1.16E+11,1.04E+11,1.25E+11,1.32E+11,1.25E+11,1.38E+11,1.70E+11,1.97E+11,2.31E+11,2.92E+11,3.31E+11,3.49E+11,3.67E+11,3.83E+11,4.17E+11,4.88E+11,5.45E+11,6.75E+11,8.39E+11,9.46E+11,1.13E+12,1.47E+12,1.99E+12,2.37E+12,2.90E+12,3.61E+12,4.04E+12,4.55E+12,4.93E+12,5.03E+12,
China,CHN,Changes in inventories (constant LCU),NE.GDI.STKB.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04E+11,5.11E+11,5.21E+11,3.79E+11,4.16E+11,5.81E+11,5.94E+11,4.91E+11,2.14E+11,1.81E+11,1.10E+11,2.92E+11,1.43E+11,2.04E+11,4.31E+11,1.57E+11,2.53E+11,7.53E+11,1.03E+12,5.46E+11,1.08E+12,1.26E+12,9.59E+11,9.91E+11,1.12E+12,1.02E+12,
China,CHN,Changes in inventories (current LCU),NE.GDI.STKB.CN,10200000000,4700000000,300000000,5000000000,6000000000,11200000000,16300000000,10200000000,13200000000,7900000000,19900000000,21600000000,16900000000,23900000000,18800000000,18200000000,12500000000,18700000000,30400000000,32580000000,27730000000,28090000000,20100000000,22570000000,36810000000,78550000000,70220000000,82330000000,1.22E+11,1.99E+11,1.92E+11,2.10E+11,2.37E+11,2.21E+11,2.73E+11,3.99E+11,4.24E+11,3.60E+11,1.65E+11,1.42E+11,99840000000,2.31E+11,1.33E+11,1.87E+11,3.75E+11,1.72E+11,2.60E+11,6.99E+11,1.02E+12,5.38E+11,1.08E+12,1.37E+12,1.06E+12,1.11E+12,1.27E+12,1.11E+12,
China,CHN,Changes in inventories (current US$),NE.GDI.STKB.CD,4143309773,1909172150,121862052.2,2031034203,2437241043,4549516614,6621171501,4143309773,5361930295,3209034040,8083516126,8774067755,7527504343,12013672464,9585967775,9785998494,6438652519,10065669071,12357723577,14165217391,11554166667,11146825397,7671755725,8647509579,13146428571,26717687075,20353623188,18459641256,25067901235,40350202429,36695984704,36545296167,37246467818,27532943538,31656746377,47721747877,50958600948,43463050978,19871725188,17204015317,12060301508,27967524858,16103660747,22620514679,45315822540,21038520858,32608649635,91944000946,1.47E+11,78804212141,1.60E+11,2.11E+11,1.69E+11,1.80E+11,2.06E+11,1.78E+11,
China,CHN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,32.17468199,18.46952852,15.06625366,17.24745654,19.74964283,20.19031142,21.53862445,18.04146695,17.21231581,20.73692794,23.94613326,24.54312345,24.36922113,24.10928089,26.45613042,28.96200033,28.94666399,28.03384615,30.1383641,29.12083892,29.33560031,27.99748774,29.0058436,28.9425169,30.11746926,31.25762455,31.8006592,31.38830023,31.89639272,26.30139059,24.56485225,26.33329698,31.11254114,38.05209513,35.3387818,33.18785978,32.47267927,31.81734931,33.74755709,33.39214967,33.43405122,34.33414725,35.98244787,39.26911266,40.57693947,40.47087614,39.74840331,38.87477552,40.06124898,44.89912668,44.99120282,44.89487648,45.26562853,45.51476671,45.04111967,44.04934284,
China,CHN,Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15E+12,1.34E+12,1.79E+12,2.48E+12,2.80E+12,3.09E+12,3.42E+12,3.68E+12,4.23E+12,4.48E+12,4.81E+12,5.44E+12,6.18E+12,7.38E+12,8.38E+12,9.47E+12,1.07E+13,1.19E+13,1.32E+13,1.65E+13,1.86E+13,2.02E+13,2.21E+13,2.41E+13,2.58E+13,2.76E+13,
China,CHN,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.52044846,33.72155229,38.15127475,12.94580809,10.54775881,10.68464665,7.467014264,14.92883502,5.864786623,7.535016308,12.99990017,13.69981984,19.37122179,13.54255419,13.04015329,12.89821816,11.31377107,11.09201334,24.63655642,12.71535903,8.816834193,9.137014778,9.339544123,6.905740707,6.85843161,
